,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
35,2022-05-07,15:30,Bundesliga,Matchweek 33,Sat,Home,,,,Leverkusen,,,,,,,,Head-to-Head,,Hoffenheim
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,,,,M'Gladbach,,,,,,,,Head-to-Head,,Hoffenheim
1,2021-08-14,18:30,Bundesliga,Matchweek 1,Sat,Away,L,2.0,5.0,Dortmund,1.8,2.5,40.0,25000.0,Makoto Hasebe,3-4-3,Tobias Stieler,Match Report,,Eint Frankfurt
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,D,0.0,0.0,Augsburg,1.4,0.2,62.0,22000.0,Martin Hinteregger,4-2-3-1,Harm Osmers,Match Report,,Eint Frankfurt
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,D,1.0,1.0,Arminia,2.1,0.7,65.0,13750.0,Martin Hinteregger,4-2-3-1,Bastian Dankert,Match Report,,Eint Frankfurt
4,2021-09-12,15:30,Bundesliga,Matchweek 4,Sun,Home,D,1.0,1.0,Stuttgart,1.3,1.4,59.0,25000.0,Martin Hinteregger,4-2-3-1,Matthias Jöllenbeck,Match Report,,Eint Frankfurt
6,2021-09-19,19:30,Bundesliga,Matchweek 5,Sun,Away,D,1.0,1.0,Wolfsburg,0.3,1.7,39.0,9266.0,Martin Hinteregger,4-2-3-1,Felix Zwayer,Match Report,,Eint Frankfurt
7,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Home,D,1.0,1.0,Köln,1.2,1.0,48.0,24000.0,Martin Hinteregger,4-2-3-1,Martin Petersen,Match Report,,Eint Frankfurt
9,2021-10-03,17:30,Bundesliga,Matchweek 7,Sun,Away,W,2.0,1.0,Bayern Munich,0.7,2.7,28.0,25000.0,Martin Hinteregger,3-4-3,Florian Badstübner,Match Report,,Eint Frankfurt
10,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Home,L,1.0,2.0,Hertha BSC,1.5,1.8,58.0,32000.0,Makoto Hasebe,3-4-1-2,Deniz Aytekin,Match Report,,Eint Frankfurt
12,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Away,L,0.0,2.0,Bochum,1.6,2.1,61.0,19510.0,Makoto Hasebe,3-4-1-2,Marco Fritz,Match Report,,Eint Frankfurt
13,2021-10-30,18:30,Bundesliga,Matchweek 10,Sat,Home,D,1.0,1.0,RB Leipzig,0.6,2.8,46.0,31000.0,Kevin Trapp,3-4-3,Daniel Schlager,Match Report,,Eint Frankfurt
15,2021-11-07,19:30,Bundesliga,Matchweek 11,Sun,Away,W,2.0,1.0,Greuther Fürth,1.5,2.8,46.0,10244.0,Martin Hinteregger,3-4-3,Daniel Siebert,Match Report,,Eint Frankfurt
16,2021-11-21,15:30,Bundesliga,Matchweek 12,Sun,Away,W,2.0,0.0,Freiburg,1.3,1.7,38.0,32500.0,Makoto Hasebe,3-4-3,Florian Badstübner,Match Report,,Eint Frankfurt
18,2021-11-28,15:30,Bundesliga,Matchweek 13,Sun,Home,W,2.0,1.0,Union Berlin,1.9,1.3,55.0,24000.0,Makoto Hasebe,3-4-3,Sascha Stegemann,Match Report,,Eint Frankfurt
19,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,L,2.0,3.0,Hoffenheim,1.7,0.9,51.0,,Makoto Hasebe,3-4-3,Daniel Schlager,Match Report,,Eint Frankfurt
21,2021-12-12,17:30,Bundesliga,Matchweek 15,Sun,Home,W,5.0,2.0,Leverkusen,1.6,1.7,44.0,12000.0,Martin Hinteregger,3-4-3,Marco Fritz,Match Report,,Eint Frankfurt
22,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Away,W,3.0,2.0,M'Gladbach,1.8,1.9,43.0,10028.0,Martin Hinteregger,3-4-3,Martin Petersen,Match Report,,Eint Frankfurt
23,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,W,1.0,0.0,Mainz 05,2.0,0.8,52.0,15000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,Eint Frankfurt
24,2022-01-08,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2.0,3.0,Dortmund,1.2,2.4,37.0,250.0,Sebastian Rode,3-4-3,Robert Schröder,Match Report,,Eint Frankfurt
25,2022-01-16,15:30,Bundesliga,Matchweek 19,Sun,Away,D,1.0,1.0,Augsburg,2.2,1.4,51.0,,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,Eint Frankfurt
26,2022-01-21,20:30,Bundesliga,Matchweek 20,Fri,Home,L,0.0,2.0,Arminia,1.9,1.5,69.0,1000.0,Sebastian Rode,3-4-3,Tobias Reichel,Match Report,,Eint Frankfurt
27,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,W,3.0,2.0,Stuttgart,1.1,1.8,47.0,10000.0,Sebastian Rode,3-5-2,Sascha Stegemann,Match Report,,Eint Frankfurt
28,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0.0,2.0,Wolfsburg,1.1,1.6,63.0,10000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,Eint Frankfurt
29,2022-02-19,18:30,Bundesliga,Matchweek 23,Sat,Away,L,0.0,1.0,Köln,0.7,1.3,43.0,10000.0,Sebastian Rode,3-5-2,Christian Dingert,Match Report,,Eint Frankfurt
30,2022-02-26,18:30,Bundesliga,Matchweek 24,Sat,Home,L,0.0,1.0,Bayern Munich,0.8,2.0,30.0,25000.0,Kevin Trapp,3-4-3,Florian Badstübner,Match Report,,Eint Frankfurt
31,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,W,4.0,1.0,Hertha BSC,1.3,0.7,52.0,25000.0,Kevin Trapp,3-4-3,Harm Osmers,Match Report,,Eint Frankfurt
33,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,W,2.0,1.0,Bochum,1.9,1.0,53.0,24000.0,Kevin Trapp,3-4-3,Marco Fritz,Match Report,,Eint Frankfurt
35,2022-03-20,15:30,Bundesliga,Matchweek 27,Sun,Away,D,0.0,0.0,RB Leipzig,0.1,1.2,47.0,43058.0,Sebastian Rode,3-4-3,Christian Dingert,Match Report,,Eint Frankfurt
36,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,D,0.0,0.0,Greuther Fürth,1.4,0.4,68.0,50500.0,Makoto Hasebe,3-5-2,Bastian Dankert,Match Report,,Eint Frankfurt
38,2022-04-10,17:30,Bundesliga,Matchweek 29,Sun,Home,L,1.0,2.0,Freiburg,1.2,0.8,54.0,47000.0,Sebastian Rode,3-4-3,Felix Brych,Match Report,,Eint Frankfurt
40,2022-04-17,17:30,Bundesliga,Matchweek 30,Sun,Away,L,0.0,2.0,Union Berlin,0.5,1.2,55.0,22000.0,Martin Hinteregger,3-4-3,Frank Willenborg,Match Report,,Eint Frankfurt
41,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Home,D,2.0,2.0,Hoffenheim,,,49.0,50500.0,Sebastian Rode,3-4-3,Sven Jablonski,Match Report,,Eint Frankfurt
43,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Away,,,,Leverkusen,,,,,,,,Head-to-Head,,Eint Frankfurt
45,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Home,,,,M'Gladbach,,,,,,,,Head-to-Head,,Eint Frankfurt
46,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,,,,Mainz 05,,,,,,,,Head-to-Head,,Eint Frankfurt
1,2021-08-15,15:30,Bundesliga,Matchweek 1,Sun,Home,W,1,0,RB Leipzig,1.1,1.1,30.0,10500.0,Moussa Niakhate,3-4-1-2,Daniel Siebert,Match Report,,Mainz 05
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Away,L,0,2,Bochum,0.8,0.7,58.0,12548.0,Moussa Niakhate,3-5-2,Patrick Ittrich,Match Report,,Mainz 05
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,0,Greuther Fürth,2.6,0.4,48.0,11500.0,Moussa Niakhate,3-5-2,Tobias Reichel,Match Report,,Mainz 05
4,2021-09-11,15:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Hoffenheim,1.1,0.8,37.0,8427.0,Moussa Niakhate,3-5-2,Marco Fritz,Match Report,,Mainz 05
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Home,D,0,0,Freiburg,0.8,0.7,47.0,13500.0,Robin Zentner,3-5-2,Benjamin Brand,Match Report,,Mainz 05
6,2021-09-25,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,Leverkusen,1.0,1.6,34.0,16624.0,Robin Zentner,3-5-2,Bastian Dankert,Match Report,,Mainz 05
7,2021-10-03,15:30,Bundesliga,Matchweek 7,Sun,Home,L,1,2,Union Berlin,1.1,1.3,53.0,16000.0,Robin Zentner,3-4-3,Tobias Stieler,Match Report,,Mainz 05
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,L,1,3,Dortmund,0.6,2.3,33.0,63812.0,Moussa Niakhate,3-4-1-2,Daniel Schlager,Match Report,,Mainz 05
9,2021-10-22,20:30,Bundesliga,Matchweek 9,Fri,Home,W,4,1,Augsburg,3.6,0.8,55.0,19400.0,Moussa Niakhate,3-5-2,Robert Hartmann,Match Report,,Mainz 05
11,2021-10-30,15:30,Bundesliga,Matchweek 10,Sat,Away,W,2,1,Arminia,2.5,0.7,51.0,19477.0,Robin Zentner,3-5-2,Bastian Dankert,Match Report,,Mainz 05
12,2021-11-05,20:30,Bundesliga,Matchweek 11,Fri,Home,D,1,1,M'Gladbach,0.9,1.8,48.0,25000.0,Moussa Niakhate,3-5-2,Robert Schröder,Match Report,,Mainz 05
13,2021-11-21,17:30,Bundesliga,Matchweek 12,Sun,Home,D,1,1,Köln,0.9,1.7,42.0,25500.0,Moussa Niakhate,3-5-2,Deniz Aytekin,Match Report,,Mainz 05
14,2021-11-26,20:30,Bundesliga,Matchweek 13,Fri,Away,L,1,2,Stuttgart,1.0,0.4,55.0,25000.0,Moussa Niakhate,3-5-2,Matthias Jöllenbeck,Match Report,,Mainz 05
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,0,Wolfsburg,1.4,0.7,43.0,10000.0,Moussa Niakhate,3-5-2,Florian Badstübner,Match Report,,Mainz 05
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1,2,Bayern Munich,0.8,1.9,36.0,,Moussa Niakhate,3-5-2,Benjamin Cortus,Match Report,,Mainz 05
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Home,W,4,0,Hertha BSC,2.6,0.5,66.0,10000.0,Moussa Niakhate,3-5-2,Harm Osmers,Match Report,,Mainz 05
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,L,0,1,Eint Frankfurt,0.8,2.0,48.0,15000.0,Moussa Niakhate,3-5-2,Felix Brych,Match Report,,Mainz 05
19,2022-01-08,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,4,RB Leipzig,0.4,3.3,32.0,,Robin Zentner,3-5-2,Deniz Aytekin,Match Report,,Mainz 05
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Home,W,1,0,Bochum,1.7,1.5,54.0,1000.0,Moussa Niakhate,3-5-2,Frank Willenborg,Match Report,,Mainz 05
22,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Away,L,1,2,Greuther Fürth,2.0,1.1,57.0,,Moussa Niakhate,3-5-2,Robert Schröder,Match Report,,Mainz 05
23,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Home,W,2,0,Hoffenheim,2.0,1.6,41.0,6800.0,Moussa Niakhate,3-5-2,Christian Dingert,Match Report,,Mainz 05
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Away,D,1,1,Freiburg,2.1,1.7,40.0,10000.0,Moussa Niakhate,3-4-3,Deniz Aytekin,Match Report,,Mainz 05
25,2022-02-18,20:30,Bundesliga,Matchweek 23,Fri,Home,W,3,2,Leverkusen,1.0,1.2,41.0,10000.0,Moussa Niakhate,3-4-3,Benjamin Cortus,Match Report,,Mainz 05
26,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Away,L,1,3,Union Berlin,0.8,0.9,52.0,10000.0,Moussa Niakhate,3-4-3,Bastian Dankert,Match Report,,Mainz 05
27,2022-03-16,18:30,Bundesliga,Matchweek 25,Wed,Home,L,0,1,Dortmund,0.6,0.8,40.0,25000.0,Moussa Niakhate,3-4-3,Sascha Stegemann,Match Report,,Mainz 05
28,2022-03-19,15:30,Bundesliga,Matchweek 27,Sat,Home,W,4,0,Arminia,4.2,0.2,56.0,25000.0,Moussa Niakhate,3-4-3,Felix Zwayer,Match Report,,Mainz 05
29,2022-04-03,17:30,Bundesliga,Matchweek 28,Sun,Away,D,1,1,M'Gladbach,2.3,1.6,48.0,44156.0,Moussa Niakhate,3-4-3,Daniel Schlager,Match Report,,Mainz 05
30,2022-04-06,18:30,Bundesliga,Matchweek 26,Wed,Away,L,1,2,Augsburg,2.0,2.0,64.0,18122.0,Moussa Niakhate,3-5-2,Matthias Jöllenbeck,Match Report,,Mainz 05
31,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,L,2,3,Köln,0.9,2.1,46.0,49800.0,Moussa Niakhate,3-4-3,Martin Petersen,Match Report,,Mainz 05
32,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,D,0,0,Stuttgart,0.6,0.6,47.0,30128.0,Moussa Niakhate,3-5-2,Florian Badstübner,Match Report,,Mainz 05
33,2022-04-22,20:30,Bundesliga,Matchweek 31,Fri,Away,L,0,5,Wolfsburg,0.7,3.4,41.0,19055.0,Moussa Niakhate,3-5-2,Harm Osmers,Match Report,,Mainz 05
34,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,,,,Bayern Munich,,,,,,,,Head-to-Head,,Mainz 05
35,2022-05-07,18:30,Bundesliga,Matchweek 33,Sat,Away,,,,Hertha BSC,,,,,,,,Head-to-Head,,Mainz 05
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,Mainz 05
1,2021-08-13,20:30,Bundesliga,Matchweek 1,Fri,Home,D,1.0,1.0,Bayern Munich,2.0,2.6,35.0,22925.0,Lars Stindl,4-2-3-1,Marco Fritz,Match Report,,M'Gladbach
2,2021-08-21,18:30,Bundesliga,Matchweek 2,Sat,Away,L,0.0,4.0,Leverkusen,1.7,2.0,54.0,15105.0,Lars Stindl,4-2-3-1,Deniz Aytekin,Match Report,,M'Gladbach
3,2021-08-29,15:30,Bundesliga,Matchweek 3,Sun,Away,L,1.0,2.0,Union Berlin,2.2,1.9,73.0,11006.0,Lars Stindl,4-2-3-1,Felix Brych,Match Report,,M'Gladbach
4,2021-09-12,19:30,Bundesliga,Matchweek 4,Sun,Home,W,3.0,1.0,Arminia,1.9,1.8,64.0,24500.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,M'Gladbach
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0.0,1.0,Augsburg,0.7,0.4,69.0,12500.0,Lars Stindl,4-2-3-1,Florian Badstübner,Match Report,,M'Gladbach
6,2021-09-25,18:30,Bundesliga,Matchweek 6,Sat,Home,W,1.0,0.0,Dortmund,1.4,0.4,55.0,25000.0,Lars Stindl,3-4-3,Deniz Aytekin,Match Report,,M'Gladbach
7,2021-10-02,15:30,Bundesliga,Matchweek 7,Sat,Away,W,3.0,1.0,Wolfsburg,2.8,1.3,46.0,12845.0,Lars Stindl,3-5-2,Frank Willenborg,Match Report,,M'Gladbach
8,2021-10-16,18:30,Bundesliga,Matchweek 8,Sat,Home,D,1.0,1.0,Stuttgart,2.6,0.5,59.0,41608.0,Lars Stindl,3-4-3,Felix Brych,Match Report,,M'Gladbach
9,2021-10-23,18:30,Bundesliga,Matchweek 9,Sat,Away,L,0.0,1.0,Hertha BSC,0.7,1.1,57.0,25000.0,Lars Stindl,3-4-1-2,Benjamin Cortus,Match Report,,M'Gladbach
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2.0,1.0,Bochum,1.8,1.0,65.0,42361.0,Yann Sommer,4-2-3-1,Tobias Reichel,Match Report,,M'Gladbach
12,2021-11-05,20:30,Bundesliga,Matchweek 11,Fri,Away,D,1.0,1.0,Mainz 05,1.8,0.9,52.0,25000.0,Yann Sommer,3-4-3,Robert Schröder,Match Report,,M'Gladbach
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Home,W,4.0,0.0,Greuther Fürth,2.6,0.4,57.0,38621.0,Lars Stindl,3-4-3,Benjamin Brand,Match Report,,M'Gladbach
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1.0,4.0,Köln,1.1,1.7,51.0,50000.0,Lars Stindl,3-4-3,Robert Schröder,Match Report,,M'Gladbach
15,2021-12-05,17:30,Bundesliga,Matchweek 14,Sun,Home,L,0.0,6.0,Freiburg,1.1,1.8,64.0,10025.0,Yann Sommer,3-4-1-2,Robert Hartmann,Match Report,,M'Gladbach
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1.0,4.0,RB Leipzig,1.4,4.4,48.0,,Lars Stindl,4-3-3,Bastian Dankert,Match Report,,M'Gladbach
17,2021-12-15,18:30,Bundesliga,Matchweek 16,Wed,Home,L,2.0,3.0,Eint Frankfurt,1.9,1.8,57.0,10028.0,Yann Sommer,3-4-3,Martin Petersen,Match Report,,M'Gladbach
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Away,D,1.0,1.0,Hoffenheim,1.6,2.3,40.0,750.0,Lars Stindl,4-2-3-1,Sven Jablonski,Match Report,,M'Gladbach
19,2022-01-07,20:30,Bundesliga,Matchweek 18,Fri,Away,W,2.0,1.0,Bayern Munich,1.1,1.7,39.0,,Lars Stindl,3-5-2,Daniel Siebert,Match Report,,M'Gladbach
20,2022-01-15,18:30,Bundesliga,Matchweek 19,Sat,Home,L,1.0,2.0,Leverkusen,1.5,4.4,55.0,750.0,Lars Stindl,3-4-3,Sascha Stegemann,Match Report,,M'Gladbach
22,2022-01-22,15:30,Bundesliga,Matchweek 20,Sat,Home,L,1.0,2.0,Union Berlin,1.0,1.1,59.0,750.0,Yann Sommer,3-4-3,Felix Brych,Match Report,,M'Gladbach
23,2022-02-05,15:30,Bundesliga,Matchweek 21,Sat,Away,D,1.0,1.0,Arminia,1.5,0.6,61.0,10000.0,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,,M'Gladbach
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,3.0,2.0,Augsburg,2.2,1.2,57.0,10000.0,Yann Sommer,3-4-3,Tobias Welz,Match Report,,M'Gladbach
25,2022-02-20,17:30,Bundesliga,Matchweek 23,Sun,Away,L,0.0,6.0,Dortmund,0.8,3.5,49.0,10000.0,Yann Sommer,3-4-3,Marco Fritz,Match Report,,M'Gladbach
26,2022-02-26,15:30,Bundesliga,Matchweek 24,Sat,Home,D,2.0,2.0,Wolfsburg,2.7,1.5,67.0,10000.0,Yann Sommer,3-4-3,Tobias Reichel,Match Report,,M'Gladbach
27,2022-03-05,18:30,Bundesliga,Matchweek 25,Sat,Away,L,2.0,3.0,Stuttgart,1.2,1.8,42.0,25000.0,Yann Sommer,4-3-3,Christian Dingert,Match Report,,M'Gladbach
28,2022-03-12,18:30,Bundesliga,Matchweek 26,Sat,Home,W,2.0,0.0,Hertha BSC,1.8,0.5,53.0,30675.0,Yann Sommer,3-4-3,Florian Badstübner,Match Report,,M'Gladbach
29,2022-03-18,20:30,Bundesliga,Matchweek 27,Fri,Away,W,2.0,0.0,Bochum,0.6,1.4,49.0,,Yann Sommer,3-4-3,Benjamin Cortus,Match Report,Match awarded to M'Gladbach,M'Gladbach
30,2022-04-03,17:30,Bundesliga,Matchweek 28,Sun,Home,D,1.0,1.0,Mainz 05,1.6,2.3,52.0,44156.0,Lars Stindl,3-4-3,Daniel Schlager,Match Report,,M'Gladbach
31,2022-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,W,2.0,0.0,Greuther Fürth,2.8,0.6,50.0,13900.0,Yann Sommer,3-4-3,Tobias Stieler,Match Report,,M'Gladbach
32,2022-04-16,18:30,Bundesliga,Matchweek 30,Sat,Home,L,1.0,3.0,Köln,2.0,2.3,57.0,54042.0,Yann Sommer,3-4-3,Deniz Aytekin,Match Report,,M'Gladbach
33,2022-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,D,3.0,3.0,Freiburg,,,38.0,34700.0,Yann Sommer,5-3-2,Benjamin Brand,Match Report,,M'Gladbach
34,2022-05-02,20:30,Bundesliga,Matchweek 32,Mon,Home,,,,RB Leipzig,,,,,,,,Head-to-Head,,M'Gladbach
35,2022-05-08,15:30,Bundesliga,Matchweek 33,Sun,Away,,,,Eint Frankfurt,,,,,,,,Head-to-Head,,M'Gladbach
36,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,,,,Hoffenheim,,,,,,,,Head-to-Head,,M'Gladbach
1,2021-08-14,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,1,Wolfsburg,0.4,3.0,40.0,8536.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,Bochum
2,2021-08-21,15:30,Bundesliga,Matchweek 2,Sat,Home,W,2,0,Mainz 05,0.7,0.8,42.0,12548.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,Match Report,,Bochum
3,2021-08-28,15:30,Bundesliga,Matchweek 3,Sat,Away,L,1,2,Köln,1.0,2.0,29.0,25000.0,Anthony Losilla,4-3-3,Benjamin Cortus,Match Report,,Bochum
4,2021-09-12,17:30,Bundesliga,Matchweek 4,Sun,Home,L,1,3,Hertha BSC,1.2,0.5,66.0,14000.0,Anthony Losilla,4-2-3-1,Robert Schröder,Match Report,,Bochum
5,2021-09-18,15:30,Bundesliga,Matchweek 5,Sat,Away,L,0,7,Bayern Munich,1.0,4.5,31.0,25000.0,Anthony Losilla,4-2-3-1,Tobias Welz,Match Report,,Bochum
6,2021-09-26,15:30,Bundesliga,Matchweek 6,Sun,Home,D,0,0,Stuttgart,0.7,0.2,44.0,15300.0,Anthony Losilla,4-2-3-1,Christian Dingert,Match Report,,Bochum
7,2021-10-02,18:30,Bundesliga,Matchweek 7,Sat,Away,L,0,3,RB Leipzig,1.3,2.5,41.0,25598.0,Anthony Losilla,4-2-3-1,Robert Hartmann,Match Report,,Bochum
8,2021-10-16,15:30,Bundesliga,Matchweek 8,Sat,Away,W,1,0,Greuther Fürth,1.2,1.0,43.0,10586.0,Anthony Losilla,4-3-3,Bastian Dankert,Match Report,,Bochum
9,2021-10-24,19:30,Bundesliga,Matchweek 9,Sun,Home,W,2,0,Eint Frankfurt,2.1,1.6,39.0,19510.0,Anthony Losilla,4-3-3,Marco Fritz,Match Report,,Bochum
11,2021-10-31,17:30,Bundesliga,Matchweek 10,Sun,Away,L,1,2,M'Gladbach,1.0,1.8,35.0,42361.0,Anthony Losilla,4-3-3,Tobias Reichel,Match Report,,Bochum
12,2021-11-06,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,0,Hoffenheim,2.3,0.6,38.0,19600.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,Bochum
13,2021-11-20,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,1,Leverkusen,0.8,1.7,44.0,22538.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,Bochum
14,2021-11-27,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Freiburg,1.0,2.1,42.0,19700.0,Anthony Losilla,4-3-3,Patrick Ittrich,Match Report,,Bochum
15,2021-12-04,15:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Augsburg,1.2,2.9,48.0,,Anthony Losilla,4-3-3,Deniz Aytekin,Match Report,,Bochum
16,2021-12-11,15:30,Bundesliga,Matchweek 15,Sat,Home,D,1,1,Dortmund,0.9,2.5,34.0,13799.0,Anthony Losilla,4-1-4-1,Matthias Jöllenbeck,Match Report,,Bochum
17,2021-12-14,20:30,Bundesliga,Matchweek 16,Tue,Away,L,0,2,Arminia,0.6,0.9,50.0,13750.0,Anthony Losilla,4-1-4-1,Benjamin Brand,Match Report,,Bochum
18,2021-12-18,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Union Berlin,0.9,1.0,55.0,13500.0,Anthony Losilla,4-3-3,Tobias Reichel,Match Report,,Bochum
19,2022-01-09,17:30,Bundesliga,Matchweek 18,Sun,Home,W,1,0,Wolfsburg,0.8,0.4,49.0,,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,Bochum
20,2022-01-15,15:30,Bundesliga,Matchweek 19,Sat,Away,L,0,1,Mainz 05,1.5,1.7,46.0,1000.0,Anthony Losilla,4-3-3,Frank Willenborg,Match Report,,Bochum
22,2022-01-22,18:30,Bundesliga,Matchweek 20,Sat,Home,D,2,2,Köln,1.8,1.0,54.0,750.0,Anthony Losilla,4-3-3,Matthias Jöllenbeck,Match Report,,Bochum
23,2022-02-04,20:30,Bundesliga,Matchweek 21,Fri,Away,D,1,1,Hertha BSC,1.1,0.5,49.0,3000.0,Manuel Riemann,4-1-4-1,Marco Fritz,Match Report,,Bochum
24,2022-02-12,15:30,Bundesliga,Matchweek 22,Sat,Home,W,4,2,Bayern Munich,1.3,2.2,36.0,10000.0,Anthony Losilla,4-3-3,Robert Schröder,Match Report,,Bochum
25,2022-02-19,15:30,Bundesliga,Matchweek 23,Sat,Away,D,1,1,Stuttgart,1.9,1.9,45.0,20059.0,Anthony Losilla,4-3-3,Harm Osmers,Match Report,,Bochum
26,2022-02-27,15:30,Bundesliga,Matchweek 24,Sun,Home,L,0,1,RB Leipzig,1.0,0.7,52.0,10000.0,Anthony Losilla,4-3-3,Felix Brych,Match Report,,Bochum
28,2022-03-05,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,1,Greuther Fürth,1.3,0.8,45.0,19800.0,Anthony Losilla,4-3-3,Daniel Schlager,Match Report,,Bochum
29,2022-03-13,17:30,Bundesliga,Matchweek 26,Sun,Away,L,1,2,Eint Frankfurt,1.0,1.9,47.0,24000.0,Anthony Losilla,4-1-4-1,Marco Fritz,Match Report,,Bochum
30,2022-03-18,20:30,Bundesliga,Matchweek 27,Fri,Home,L,0,2,M'Gladbach,1.4,0.6,51.0,,Anthony Losilla,4-3-3,Benjamin Cortus,Match Report,Match awarded to M'Gladbach,Bochum
31,2022-04-02,15:30,Bundesliga,Matchweek 28,Sat,Away,W,2,1,Hoffenheim,2.1,2.2,42.0,15014.0,Anthony Losilla,4-2-3-1,Daniel Siebert,Match Report,,Bochum
32,2022-04-10,15:30,Bundesliga,Matchweek 29,Sun,Home,D,0,0,Leverkusen,1.0,1.2,41.0,25000.0,Anthony Losilla,4-2-3-1,Felix Zwayer,Match Report,,Bochum
33,2022-04-16,15:30,Bundesliga,Matchweek 30,Sat,Away,L,0,3,Freiburg,0.7,1.8,39.0,34000.0,Anthony Losilla,4-3-3,Sascha Stegemann,Match Report,,Bochum
34,2022-04-24,15:30,Bundesliga,Matchweek 31,Sun,Home,,,,Augsburg,,,,,,,,Head-to-Head,,Bochum
35,2022-04-30,15:30,Bundesliga,Matchweek 32,Sat,Away,,,,Dortmund,,,,,,,,Head-to-Head,,Bochum
36,2022-05-06,20:30,Bundesliga,Matchweek 33,Fri,Home,,,,Arminia,,,,,,,,Head-to-Head,,Bochum
37,2022-05-14,15:30,Bundesliga,Matchweek 34,Sat,Away,,,,Union Berlin,,,,,,,,Head-to-Head,,Bochum
