,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,squadName
0,2021-08-21,18:30,Serie A,Matchweek 1,Sat,Home,W,4.0,0.0,Genoa,1.5,1.0,59.0,27402.0,Samir Handanović,3-5-1-1,Valerio Marini,Match Report,,Inter
1,2021-08-27,20:45,Serie A,Matchweek 2,Fri,Away,W,3.0,1.0,Hellas Verona,1.6,0.8,57.0,11214.0,Samir Handanović,3-5-1-1,Gianluca Manganiello,Match Report,,Inter
2,2021-09-12,12:30,Serie A,Matchweek 3,Sun,Away,D,2.0,2.0,Sampdoria,0.7,1.2,48.0,7441.0,Samir Handanović,3-5-2,Daniele Orsato,Match Report,,Inter
4,2021-09-18,18:00,Serie A,Matchweek 4,Sat,Home,W,6.0,1.0,Bologna,3.1,0.5,46.0,35278.0,Samir Handanović,3-5-2,Giovanni Ayroldi,Match Report,,Inter
5,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Away,W,3.0,1.0,Fiorentina,2.8,1.4,47.0,15927.0,Samir Handanović,3-5-2,Michael Fabbri,Match Report,,Inter
6,2021-09-25,18:00,Serie A,Matchweek 6,Sat,Home,D,2.0,2.0,Atalanta,3.9,2.1,50.0,36517.0,Samir Handanović,3-5-2,Fabio Maresca,Match Report,,Inter
8,2021-10-02,20:45,Serie A,Matchweek 7,Sat,Away,W,2.0,1.0,Sassuolo,1.9,1.5,45.0,10400.0,Samir Handanović,3-5-2,Luca Pairetto,Match Report,,Inter
9,2021-10-16,18:00,Serie A,Matchweek 8,Sat,Away,L,1.0,3.0,Lazio,1.4,2.5,48.0,42000.0,Samir Handanović,3-5-1-1,Massimiliano Irrati,Match Report,,Inter
11,2021-10-24,20:45,Serie A,Matchweek 9,Sun,Home,D,1.0,1.0,Juventus,0.8,1.8,49.0,56532.0,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,Inter
12,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Away,W,2.0,0.0,Empoli,2.0,0.6,69.0,9335.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,Inter
13,2021-10-31,12:30,Serie A,Matchweek 11,Sun,Home,W,2.0,0.0,Udinese,2.1,0.4,66.0,48076.0,Samir Handanović,3-5-2,Juan Sacchi,Match Report,,Inter
15,2021-11-07,20:45,Serie A,Matchweek 12,Sun,Away,D,1.0,1.0,Milan,2.6,0.9,49.0,56608.0,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,Inter
16,2021-11-21,18:00,Serie A,Matchweek 13,Sun,Home,W,3.0,2.0,Napoli,1.9,1.1,44.0,56649.0,Samir Handanović,3-5-2,Paolo Valeri,Match Report,,Inter
18,2021-11-27,20:45,Serie A,Matchweek 14,Sat,Away,W,2.0,0.0,Venezia,2.7,0.1,56.0,8303.0,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,Inter
19,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Home,W,2.0,0.0,Spezia,2.8,0.4,63.0,30076.0,Samir Handanović,3-5-2,Davide Ghersini,Match Report,,Inter
20,2021-12-04,18:00,Serie A,Matchweek 16,Sat,Away,W,3.0,0.0,Roma,1.5,0.7,66.0,51185.0,Samir Handanović,3-5-2,Marco Di Bello,Match Report,,Inter
22,2021-12-12,20:45,Serie A,Matchweek 17,Sun,Home,W,4.0,0.0,Cagliari,3.0,0.2,75.0,33712.0,Samir Handanović,3-5-2,Matteo Marchetti,Match Report,,Inter
23,2021-12-17,20:45,Serie A,Matchweek 18,Fri,Away,W,5.0,0.0,Salernitana,3.1,0.7,65.0,18000.0,Samir Handanović,3-5-2,Maurizio Mariani,Match Report,,Inter
24,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Home,W,1.0,0.0,Torino,1.3,0.6,54.0,41413.0,Samir Handanović,3-5-2,Marco Guida,Match Report,,Inter
25,2022-01-09,20:45,Serie A,Matchweek 21,Sun,Home,W,2.0,1.0,Lazio,1.6,1.5,60.0,29471.0,Samir Handanović,3-5-2,Luca Pairetto,Match Report,,Inter
27,2022-01-16,20:45,Serie A,Matchweek 22,Sun,Away,D,0.0,0.0,Atalanta,1.5,1.6,63.0,5000.0,Samir Handanović,3-5-2,Davide Massa,Match Report,,Inter
29,2022-01-22,18:00,Serie A,Matchweek 23,Sat,Home,W,2.0,1.0,Venezia,2.9,0.3,71.0,5000.0,Samir Handanović,3-5-2,Matteo Marchetti,Match Report,,Inter
30,2022-02-05,18:00,Serie A,Matchweek 24,Sat,Home,L,1.0,2.0,Milan,0.8,1.2,46.0,37918.0,Samir Handanović,3-5-2,Marco Guida,Match Report,,Inter
32,2022-02-12,18:00,Serie A,Matchweek 25,Sat,Away,D,1.0,1.0,Napoli,0.5,1.7,51.0,27000.0,Samir Handanović,3-5-2,Daniele Doveri,Match Report,,Inter
34,2022-02-20,18:00,Serie A,Matchweek 26,Sun,Home,L,0.0,2.0,Sassuolo,3.0,1.6,58.0,38324.0,Samir Handanović,3-5-2,Francesco Fourneau,Match Report,,Inter
35,2022-02-25,21:00,Serie A,Matchweek 27,Fri,Away,D,0.0,0.0,Genoa,1.5,0.8,71.0,14314.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,Inter
37,2022-03-04,20:45,Serie A,Matchweek 28,Fri,Home,W,5.0,0.0,Salernitana,3.9,0.8,60.0,46287.0,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,Inter
39,2022-03-13,20:45,Serie A,Matchweek 29,Sun,Away,D,1.0,1.0,Torino,2.3,1.7,56.0,15363.0,Samir Handanović,3-5-2,Marco Guida,Match Report,,Inter
40,2022-03-19,18:00,Serie A,Matchweek 30,Sat,Home,D,1.0,1.0,Fiorentina,1.0,1.0,50.0,54988.0,Samir Handanović,3-5-2,Daniele Chiffi,Match Report,,Inter
41,2022-04-03,20:45,Serie A,Matchweek 31,Sun,Away,W,1.0,0.0,Juventus,1.2,1.7,46.0,,Samir Handanović,3-5-2,Massimiliano Irrati,Match Report,,Inter
42,2022-04-09,18:00,Serie A,Matchweek 32,Sat,Home,W,2.0,0.0,Hellas Verona,2.8,0.9,48.0,,Samir Handanović,3-5-2,Livio Marinelli,Match Report,,Inter
43,2022-04-15,19:00,Serie A,Matchweek 33,Fri,Away,W,3.0,1.0,Spezia,2.5,0.9,66.0,,Samir Handanović,3-5-2,Fabio Maresca,Match Report,,Inter
45,2022-04-23,18:00,Serie A,Matchweek 34,Sat,Home,W,3.0,1.0,Roma,,,45.0,,Samir Handanović,3-5-2,Simone Sozza,Match Report,,Inter
46,2022-04-27,20:15,Serie A,Matchweek 20,Wed,Away,,,,Bologna,,,,,,,,Head-to-Head,,Inter
47,2022-05-01,,Serie A,Matchweek 35,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,Inter
48,2022-05-08,,Serie A,Matchweek 36,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,Inter
49,2022-05-15,,Serie A,Matchweek 37,Sun,Away,,,,Cagliari,,,,,,,,Head-to-Head,,Inter
50,2022-05-22,,Serie A,Matchweek 38,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,Inter
0,2021-08-23,20:45,Serie A,Matchweek 1,Mon,Away,W,1.0,0.0,Sampdoria,1.1,1.0,51.0,5000.0,Davide Calabria,4-2-3-1,Marco Guida,Match Report,,Milan
1,2021-08-29,20:45,Serie A,Matchweek 2,Sun,Home,W,4.0,1.0,Cagliari,2.7,0.4,57.0,31946.0,Davide Calabria,4-2-3-1,Marco Serra,Match Report,,Milan
2,2021-09-12,18:00,Serie A,Matchweek 3,Sun,Home,W,2.0,0.0,Lazio,3.0,0.3,47.0,36207.0,Alessio Romagnoli,4-2-3-1,Daniele Chiffi,Match Report,,Milan
4,2021-09-19,20:45,Serie A,Matchweek 4,Sun,Away,D,1.0,1.0,Juventus,0.7,1.0,56.0,18785.0,Alessio Romagnoli,4-2-3-1,Daniele Doveri,Match Report,,Milan
5,2021-09-22,20:45,Serie A,Matchweek 5,Wed,Home,W,2.0,0.0,Venezia,1.7,0.7,67.0,26185.0,Alessio Romagnoli,4-2-3-1,Ivan Pezzuto,Match Report,,Milan
6,2021-09-25,15:00,Serie A,Matchweek 6,Sat,Away,W,2.0,1.0,Spezia,1.9,0.9,64.0,3618.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,Milan
8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Away,W,3.0,2.0,Atalanta,3.0,2.1,44.0,9363.0,Davide Calabria,4-2-3-1,Marco Di Bello,Match Report,,Milan
9,2021-10-16,20:45,Serie A,Matchweek 8,Sat,Home,W,3.0,2.0,Hellas Verona,1.5,1.4,53.0,40128.0,Alessio Romagnoli,4-2-3-1,Alessandro Prontera,Match Report,,Milan
11,2021-10-23,20:45,Serie A,Matchweek 9,Sat,Away,W,4.0,2.0,Bologna,0.9,0.7,62.0,22167.0,Davide Calabria,4-2-3-1,Paolo Valeri,Match Report,,Milan
12,2021-10-26,20:45,Serie A,Matchweek 10,Tue,Home,W,1.0,0.0,Torino,0.9,0.8,44.0,35929.0,Alessio Romagnoli,4-2-3-1,Gianluca Aureliano,Match Report,,Milan
13,2021-10-31,20:45,Serie A,Matchweek 11,Sun,Away,W,2.0,1.0,Roma,1.9,1.2,50.0,51001.0,Davide Calabria,4-2-3-1,Fabio Maresca,Match Report,,Milan
15,2021-11-07,20:45,Serie A,Matchweek 12,Sun,Home,D,1.0,1.0,Inter,0.9,2.6,51.0,56608.0,Simon Kjær,4-2-3-1,Daniele Doveri,Match Report,,Milan
16,2021-11-20,20:45,Serie A,Matchweek 13,Sat,Away,L,3.0,4.0,Fiorentina,2.1,1.8,55.0,32567.0,Franck Kessié,4-2-3-1,Marco Guida,Match Report,,Milan
18,2021-11-28,15:00,Serie A,Matchweek 14,Sun,Home,L,1.0,3.0,Sassuolo,1.1,1.1,50.0,52824.0,Alessio Romagnoli,4-2-3-1,Gianluca Manganiello,Match Report,,Milan
19,2021-12-01,20:45,Serie A,Matchweek 15,Wed,Away,W,3.0,0.0,Genoa,1.0,0.5,58.0,14000.0,Franck Kessié,4-2-3-1,Juan Sacchi,Match Report,,Milan
20,2021-12-04,15:00,Serie A,Matchweek 16,Sat,Home,W,2.0,0.0,Salernitana,2.9,0.3,70.0,43609.0,Alessio Romagnoli,4-2-3-1,Antonio Giua,Match Report,,Milan
22,2021-12-11,20:45,Serie A,Matchweek 17,Sat,Away,D,1.0,1.0,Udinese,1.1,1.7,66.0,16385.0,Alessio Romagnoli,4-2-3-1,Francesco Fourneau,Match Report,,Milan
23,2021-12-19,20:45,Serie A,Matchweek 18,Sun,Home,L,0.0,1.0,Napoli,0.5,0.9,48.0,54647.0,Alessio Romagnoli,4-2-3-1,Davide Massa,Match Report,,Milan
24,2021-12-22,20:45,Serie A,Matchweek 19,Wed,Away,W,4.0,2.0,Empoli,1.4,1.7,44.0,10596.0,Alessio Romagnoli,4-2-3-1,Marco Di Bello,Match Report,,Milan
25,2022-01-06,18:30,Serie A,Matchweek 20,Thu,Home,W,3.0,1.0,Roma,2.9,0.8,55.0,35870.0,Theo Hernández,4-2-3-1,Daniele Chiffi,Match Report,,Milan
26,2022-01-09,12:30,Serie A,Matchweek 21,Sun,Away,W,3.0,0.0,Venezia,2.8,0.4,62.0,5000.0,Theo Hernández,4-2-3-1,Massimiliano Irrati,Match Report,,Milan
